timestamp,season,treatment,co.flux,co2.flux,Tr,PAR,PAR_above_canopy,TL,TA,VPD,SWC,g_tw,g_tCO,co.ci
2021-01-02 12:15:00,Winter,dro,0.3086073628873945,-1.4947774122654451,0.1893396956098158,222.7319633333333,173.08747,18.495667094907407,19.870326,1132.5553093202084,15.0956525,0.0151571271908542,0.018193507594272684,179.51172403201952
2021-01-02 13:15:00,Winter,irr,-0.3785115686739907,-3.7425530350432425,0.9609718112106456,128.83289583333334,107.56515183333332,18.6562079675926,18.902758833333333,1136.5585654973045,16.024077333333334,0.1365760445684543,0.16393590109550724,154.04438376762982
2021-01-02 13:15:00,Winter,dro,0.3232492715180018,-0.9560308232518124,0.1456305751455984,147.15606250000002,73.49284233333333,19.621989305555555,19.6818795,1278.22676944996,15.103615833333334,0.0115217289039848,0.01382984121425619,182.19866086400327
2021-01-02 14:15:00,Winter,irr,-0.2409776605024449,-4.098247362137289,0.8641046815406453,133.90954,85.597226,18.73803618981481,18.994776,1166.6329739741952,16.006828666666667,0.1133598879927121,0.136068923689297,152.00004952841869
2021-01-02 14:15:00,Winter,dro,0.1639280843078831,-1.918521556577756,0.2621286165570221,220.0399008333333,55.58478383333333,19.48797454861111,24.00784816666667,1259.0674512637984,15.111690833333334,0.0131621061260319,0.015798830130889008,166.53911636750195
2021-01-02 15:15:00,Winter,irr,,-3.353444122142164,0.8186487327915527,114.67619416666666,53.93135933333333,18.285690391203705,18.37501133333333,1117.4442326125222,15.982870666666663,0.1125367956168452,0.13508094376390858,
2021-01-02 15:15:00,Winter,dro,,-0.8731294586518562,0.0105048979981776,99.20746508333336,42.60099666666667,18.64182300925926,18.849470916666668,1053.1531226846882,15.1292625,0.0008945480939659,0.001073750146454604,
2021-01-02 16:15:00,Winter,irr,,-1.2339632620324803,0.3619503681891872,34.01940525,21.652746666666665,16.239340662037037,16.486098666666667,556.8848570391563,15.994439999999996,0.0914804684477016,0.10980646770815182,
2021-01-02 16:15:00,Winter,dro,,-0.1908247113121584,0.0366784637806637,41.09830066666666,14.753429333333331,15.721434074074072,16.18555783333333,496.11611797593423,15.150316666666669,0.0067682023982167,0.008124055448042365,
2021-01-02 17:15:00,Winter,irr,,0.228079338766409,0.0595120630550512,0.0,0.0,13.597084905092592,13.611981333333334,257.0162216008377,16.022270666666667,0.03076617141732,0.03692946336595078,
2021-01-02 17:15:00,Winter,dro,,0.145332445463706,0.013237829390316,0.0,0.0,13.034631724537038,13.18940275,252.61987044045804,15.132965833333332,0.0048909884541662,0.005870785041512735,
2021-01-02 18:15:00,Winter,irr,,0.2634713545670336,-0.0391632156789189,0.0,0.0,11.802751666666666,11.5332465,142.36870588419288,16.029048,0.0342597876655887,0.04112294495015915,
2021-01-02 18:15:00,Winter,dro,,0.1349308180351669,-0.0118114847268371,0.0,0.0,11.38304866898148,11.059383583333332,135.88813218160954,15.1153675,0.0098158421841437,0.011782219484781946,
2021-01-02 19:15:00,Winter,irr,,0.4682963807634659,0.0908685070727461,0.0,0.0,12.184782520833332,10.813337083333332,334.77932712017173,16.042894,0.0659503286720954,0.07916195400567375,
2021-01-02 19:15:00,Winter,dro,,0.2679763964238786,0.0451312424304794,0.0,0.0,12.591681527777776,10.699829666666666,327.6400748244514,15.1178175,0.0348834642921265,0.041871560786023644,
2021-01-02 20:15:00,Winter,irr,,0.3979449504499831,0.0908979904867582,0.0,0.0,12.705853949074074,11.91006625,490.6422110419424,16.018152666666662,0.024576441425848,0.029499763912462403,
2021-01-02 20:15:00,Winter,dro,,0.1262410118385924,0.0003383579535103,0.0,0.0,12.631993564814817,11.81737875,464.2781762560537,15.088814166666666,7.825151958510782e-05,9.392740444205535e-05,
2021-01-02 21:15:00,Winter,irr,,0.3062981104720863,0.0602281857298474,0.0,0.0,13.081809247685184,12.540940416666666,558.9288200500957,16.02394333333333,0.0123488977541633,0.014822714241444941,
2021-01-02 21:15:00,Winter,dro,-0.2555660475674213,0.1405190881456253,0.0050848790554034,0.0,0.0,13.150164502314814,12.1836885,554.8772404962366,15.065849166666668,0.0010164784124981,0.0012201063885217823,-15.92488408954543
2021-01-02 22:15:00,Winter,irr,0.1896018293811605,0.289223625945491,0.058451788867772,0.0,0.0,13.03791731712963,12.3888655,551.7018059896267,15.994617333333332,0.0124609660123742,0.014957232787153734,209.80877875447788
2021-01-02 22:15:00,Winter,dro,0.5489622203566038,0.1511279993205022,0.0011377124917741,0.0,0.0,13.127847546296296,12.120792333333332,551.7529113693163,15.032880833333335,0.0002324126840849,0.00027897119814732053,
2021-01-02 23:15:00,Winter,irr,0.1833000463521475,0.3783452433166564,0.0604248857326503,0.0,0.0,13.175682236111111,12.249733,546.7272768678315,15.992108000000002,0.0139055555247962,0.01669121244793767,208.5547988903954
